Lat,Long_,Deaths,Case_Fatality_Ratio
41.39672484,-85.41966713,170,1.095247409
38.955305,-84.96515993,27,1.114369501
38.5411892,-86.49523093,104,1.800384548
39.31145587,-86.83900724,135,1.990197535
39.77202286,-87.20375833,57,1.250902093
38.07809328,-86.63741946,72,1.271635465
38.40112197,-87.23574907,53,1.215038973
41.45986947,-87.06848888,,1.306269226
38.02097333,-87.86480429,61,0.8024204157
41.04166107,-86.69890683,91,2.623990773
39.66437981,-86.84517605,135,1.234909225
40.15734772,-85.01139319,159,2.346863469
39.10235626,-85.26212744,160,1.477529243
39.62002287,-85.4655599,60,1.008374637
38.68672078,-85.74627859,116,1.224666739
39.52305623,-85.7915857,187,1.130149471
38.01519732,-87.0079644,62,1.045883941
41.61756781,-86.29040834,,1.137232532
41.27890281,-86.64686895,110,2.010233918
41.64423868,-85.00101094,124,1.111409877
39.08952258,-87.41414469,79,1.281011837
38.82767338,-85.03022429,31,0.8133230054
40.38872739,-86.89413959,,0.7583178517
40.31123252,-86.05234925,91,2.324393359
,,0,
39.62550777,-84.92497066,30,1.006564551
38.02658833,-87.58763124,,0.982056611
39.8523352,-87.46160542,82,1.716917923
39.42944561,-87.39169027,,1.280883692
40.84704239,-85.79328272,167,1.651412654
40.34728141,-87.35602659,30,1.280409731
38.08922676,-87.2716085,,1.052412646
38.60219804,-86.1049363,101,1.3434329
39.8633444,-85.01044989,,1.573103023
40.72934187,-85.22132966,143,1.935833221
40.74911165,-86.86492015,100,1.214374226
41.13863784,-85.50791236,89,0.7909401402
41.33075609,-94.47105874,52,2.906651761
41.02903567,-94.69932645,14,1.51187905
43.28383218,-91.37860922,65,2.029981262
40.74324454,-92.86865906,79,2.340047393
41.6844628,-94.90581859,23,1.780185759
42.08011739,-92.06463573,82,1.152980877
42.4704581,-92.30524729,,1.348214984
42.03657094,-93.9313999,67,1.042963885
42.77461496,-92.31795937,86,1.36486272
42.4709188,-91.83510825,66,1.213458356
42.73545875,-95.15100162,65,0.9487666034
42.73172833,-92.79015971,61,1.618895966
42.38521079,-94.64046046,26,0.8606421715
42.03617207,-94.86032705,82,1.461675579
41.33149454,-94.92792482,86,2.637227844
41.77233777,-91.13246684,45,0.9083568833
43.08177563,-93.2612239,180,1.42675967
42.73538914,-95.62389402,73,2.076222981
43.06001295,-92.31773347,37,1.183621241
41.02868181,-93.78499767,42,1.590909091
43.08247182,-95.15096481,52,1.097277907
42.84443388,-91.34133693,79,1.985423473
41.89981633,-90.53275096,167,1.220938734
42.03718237,-95.3819718,57,1.147805075
41.68560356,-94.04127625,155,0.5846629701
40.74773536,-92.41005468,35,1.955307263
40.73742757,-93.78645949,28,1.545253863
42.47104597,-91.3664492,71,1.509995746
40.92012606,-91.18326592,158,1.437801438
43.37787725,-95.1510206,77,1.658053402
42.46815349,-90.88181925,,1.064596436
43.37782951,-94.67858943,55,2.082544491
42.86271799,-91.8441231,86,1.765188834
43.0600053,-92.78940097,69,1.665057915
42.73270384,-93.26256925,48,1.6563147
40.7454272,-95.60129045,29,1.801242236
42.03614551,-94.39658081,28,1.385452746
42.40183723,-92.78829551,49,1.636606546
41.68378965,-94.50111014,48,1.755669349
42.38382428,-93.70197703,86,2.18384967
43.08178477,-93.73454884,51,1.577482215
42.38353877,-93.23654611,69,1.385264003
41.68330137,-95.81558439,101,2.664907652
40.98767962,-91.54436349,82,1.278453383
43.35671042,-92.31702714,37,1.616426387
42.7764426,-94.20722537,42,1.386138614
42.38696136,-95.51355387,51,2.451923077
41.68630265,-92.0643373,53,1.240346361
42.17178824,-90.57354837,73,1.336262127
41.68576082,-93.05567785,122,1.190941039
41.03192394,-91.94849466,58,1.351666278
41.67169354,-91.58754744,171,0.3877023534
42.12118609,-91.13139641,82,1.286072773
41.33649833,-92.1785067,54,2.209492635
43.20405458,-94.20691791,96,2.232039061
40.64181461,-91.48183025,148,1.635720601
42.07923082,-91.59809485,,1.024422484
41.21842119,-91.26102611,66,2.265705458
41.02958964,-93.32780803,33,1.548568747
43.38107862,-96.20926845,55,1.766784452
41.33081904,-94.01554631,45,1.240352811
41.33521503,-92.64083907,93,1.632724719
41.33445101,-93.09934783,132,1.50667732
42.03586837,-92.9990819,128,1.148600144
41.03299766,-95.61920963,46,1.162496841
43.35638371,-92.78887719,50,1.793400287
42.05220391,-95.95743843,53,2.59422418
41.02988815,-92.8690667,52,2.406293383
41.03018714,-95.15642896,58,2.278083268
41.48370744,-91.1121697,139,1.249101366
43.08310673,-95.62474482,73,1.9055077
43.37824276,-95.62422844,23,1.493506494
40.7393172,-95.1497813,54,1.42668428
43.08193849,-94.67824621,40,1.689189189
42.737633,-96.21366621,110,1.573001573
42.73420133,-94.67862564,30,1.57480315
41.68679484,-93.57767461,,0.8197849699
41.33640314,-95.53907776,,1.258270962
41.68625425,-92.53155731,65,1.429199648
40.73518949,-94.24368535,39,2.98393267
42.38624071,-95.10547892,42,1.488833747
41.63935978,-90.61959493,,0.9035018485
41.6850066,-95.31015553,55,1.768488746
43.08221074,-96.1767568,95,1.082497721
42.03621213,-93.46499005,101,0.4414528607
42.07991767,-92.53266945,97,2.122073944
40.73710579,-94.69778563,25,1.663339987
,,0,
41.0277278,-94.24234847,54,1.724137931
40.75326764,-91.95017958,28,1.673640167
41.03064984,-92.40954728,,2.150327436
41.33559454,-93.56007641,151,1.052118172
41.33577126,-91.71725711,88,1.317957166
40.73969028,-93.32752197,34,2.272727273
42.42853483,-94.17987389,181,1.514644351
43.37751174,-93.73407298,47,1.370662001
43.29094334,-91.84422722,55,1.239855726
42.38979414,-96.0459439,,1.086889776
43.37750768,-93.26087602,17,0.840751731
42.73305373,-93.73515113,70,1.751751752
37.88582951,-95.30030847,64,1.271354787
38.21413251,-95.29272815,37,1.452119309
39.53185661,-95.30870026,44,0.8854900382
37.2288586,-98.68460053,12,0.9884678748
38.47889676,-98.75636726,123,1.622905396
37.85508555,-94.84865997,63,1.151736746
39.82652589,-95.56421698,51,1.635139468
37.78134351,-96.83878537,,1.044480461
38.30292938,-96.59563862,9,1.14213198
37.14994405,-96.2454192,22,2.240325866
37.16928494,-94.8462897,96,1.31976904
39.78580976,-101.7318201,16,2.206896552
37.23577007,-99.81883015,8,1.405975395
39.34948772,-97.16518128,44,1.812191104
39.48028352,-97.64925343,50,1.898974554
38.2365018,-95.73379515,47,1.684587814
37.1911452,-99.27113247,18,3.308823529
37.23781842,-96.83776647,173,1.405475668
37.50675523,-94.85245778,142,0.9574539815
39.78468441,-100.4594081,21,2.699228792
38.86600962,-97.15532383,96,1.652039236
39.79067154,-95.14056866,39,1.387900356
38.88503636,-95.2925121,168,0.4990494297
37.88735543,-99.31263309,16,2.384500745
37.45338105,-96.24369667,12,1.756954612
38.91458712,-99.31751551,90,1.081081081
38.69677695,-98.20462799,33,1.367592209
38.04340344,-100.7381938,125,0.9466828234
37.69200114,-99.88825298,123,1.023635153
38.56443815,-95.28644341,100,1.238390093
38.99871131,-96.7577178,89,0.7927318073
38.91588178,-100.4829321,23,2.5
39.34987223,-99.88332493,18,2.406417112
37.56227336,-101.3079758,40,1.453488372
37.73836671,-100.4369088,23,1.642857143
38.4808095,-101.8061079,6,1.538461538
37.8774388,-96.23250453,25,1.164958062
37.99978709,-101.7921066,5,0.9191176471
37.19175361,-98.07578384,29,1.533580116
38.04293782,-97.42747573,133,1.145564169
37.5620394,-100.8710738,14,1.263537906
38.08780079,-99.89829881,13,2.647657841
39.41673394,-95.79356799,37,0.8071553229
39.2347941,-95.38289232,70,1.242677081
39.78470589,-98.21820662,16,1.70031881
38.88548175,-94.82250877,,0.7609149273
38.00017981,-101.321681,21,1.538461538
37.55909527,-98.13638678,30,1.312910284
37.55848695,-99.2856537,8,1.059602649
37.19113093,-95.29849679,88,1.127915919
38.48119447,-100.4660754,12,3.278688525
39.20183497,-95.03620809,,0.8708822416
39.04549684,-98.20756994,12,1.648351648
38.21267844,-94.84254089,35,1.030927835
38.91735806,-101.148475,14,1.387512389
38.45576156,-96.15275715,131,1.111771196
38.35855394,-97.0985251,52,1.319127347
39.78359669,-96.52278974,49,1.675213675
38.39184858,-97.64769869,140,1.498127341
37.23859987,-100.364831,24,1.768607222
38.56383358,-94.83832189,105,1.115715652
39.39331582,-98.20906732,26,1.49168101
37.19236568,-95.74329258,180,1.662817552
38.68827511,-96.65128437,31,1.777522936
37.19141121,-101.7992519,11,1.536312849
39.78345387,-96.01392079,65,1.731947775
37.55862897,-95.30670046,77,1.278644968
38.47974157,-99.91547333,19,2.151755379
39.78443827,-99.90286639,39,1.604278075
38.65235984,-95.72707998,66,1.389181225
39.3503437,-98.76753828,21,2.095808383
39.13237408,-97.65020313,24,1.670146138
,,0,
38.18108732,-99.23692334,26,1.016419077
39.78465501,-99.34668865,32,1.91273162
39.37925655,-96.34564657,70,1.001860598
37.64780729,-98.73922153,35,1.559020045
39.78525843,-101.0761617,10,1.307189542
37.95230263,-98.08607292,,1.195379656
39.82799632,-97.65036709,21,1.364522417
38.34616184,-98.19992118,31,1.018062397
39.28935726,-96.73420026,105,0.6510820363
39.35022773,-99.32484567,21,1.329113924
38.52275276,-99.30863983,20,2.114164905
38.91462787,-98.76254297,42,1.963534362
38.78369175,-97.65185177,,1.606833522
38.48222076,-100.9066539,36,2.312138728
37.6842718,-97.4608198,,0.9761742278
37.19324632,-100.8507201,67,0.8387581372
39.04100763,-95.7557264,,1.204556145
39.35018161,-100.4418259,19,2.120535714
39.35147699,-101.7197624,23,1.289237668
39.78516566,-98.78566062,9,1.101591187
38.03100851,-98.71762001,32,2.327272727
37.56304714,-101.7843534,12,2.321083172
37.1923008,-101.3118967,27,1.470588235
37.23682549,-97.47721621,81,1.232689088
39.35107575,-101.0553705,31,1.048005409
38.91467218,-99.87284448,13,1.431718062
,,0,
38.95471985,-96.20350509,24,1.230138391
38.91686134,-101.7638876,8,1.646090535
39.78420784,-97.0875323,27,1.693851945
38.48178252,-101.3471509,10,1.689189189
37.55937174,-95.74323255,55,1.619552415
37.8865336,-95.74006277,17,1.673228346
39.11727348,-94.76378225,,0.9613778512
37.10459774,-85.28129668,114,1.51434644
36.75197631,-86.19457544,123,1.49380617
38.00671029,-84.99171713,79,0.9546827795
37.05842757,-88.99427697,37,2.167545401
36.96469836,-85.93338945,,1.440291705
38.14735938,-83.74588932,52,1.162270899
36.73355174,-83.67766671,169,1.563367253
38.97065142,-84.72615357,,0.7488176563
38.2054607,-84.21827874,71,0.930293501
38.36176608,-82.68652187,,0.9304244202
37.62680923,-84.8633779,156,1.412787538
38.69158994,-84.08532444,29,1.073676416
37.52333168,-83.31959161,71,1.373573225
37.77377239,-86.42885017,89,1.363984674
37.97162523,-85.68955617,,0.8956386293
37.20946153,-86.68748787,56,1.217126712
37.14749129,-87.86948214,65,1.318725908
36.62093411,-88.2731593,103,0.8989352418
38.94384345,-84.37875208,,0.6969233384
36.85372876,-88.9669222,23,1.741105223
38.66599534,-85.12601074,54,1.275690999
38.31690743,-83.05092385,121,1.038181038
37.32533118,-84.92726209,83,1.580952381
36.89267803,-87.49055367,,1.185871336
37.9689263,-84.14615986,83,0.5993212506
37.16451126,-83.712575,108,1.135288553
36.72581156,-85.13377529,58,1.266099105
37.35839237,-88.0882609,55,1.981981982
36.78926125,-85.39050034,33,1.226309922
37.73028906,-87.0901948,,1.138464789
37.21218923,-86.23955613,53,1.664050235
38.11624059,-83.09771563,22,0.6474396704
37.69241417,-83.95956369,58,1.126432317
38.0368225,-84.45576892,,0.588577548
38.36758311,-83.69657514,71,1.457008003
37.56213922,-82.74750924,,1.487895603
38.2379395,-84.87962551,186,1.035231257
36.55238827,-89.20140068,35,2.444134078
38.75398691,-84.8558382,57,2.118959108
37.6388668,-84.53289319,89,1.53580673
38.64962758,-84.62415957,70,0.7222451506
36.72292505,-88.65143315,,1.510619204
37.46231118,-86.34248968,149,1.50993109
37.26484328,-85.5540745,51,1.095360825
38.54332505,-82.9215658,158,0.9857748939
37.83766422,-86.78280584,29,0.9461663948
37.6976111,-85.96319251,,1.131237583
36.85699301,-83.21899516,,1.848848524
38.44188174,-84.32869741,88,1.051248357
37.29943898,-85.88461055,109,1.626380185
37.79344553,-87.57392021,181,1.055762949
38.44942688,-85.11587507,56,0.8939974457
36.6794808,-88.97875928,31,2.905342081
37.30939025,-87.54670406,,1.444799246
37.41866422,-83.99825483,84,1.652567381
38.18664655,-85.65931031,,0.9401200844
37.87119786,-84.58252003,162,0.8744939271
37.85106355,-82.8264322,136,1.547388781
38.93950319,-84.53241199,,0.8859484021
37.35388197,-82.94981134,76,1.291199456
36.89225732,-83.85403396,170,1.156462585
37.54567114,-85.70138352,78,1.662404092
37.10975748,-84.11321779,,1.070254568
38.07136018,-82.72882223,80,1.473025226
37.59645942,-83.71513901,59,1.731728794
37.09246661,-83.37999606,58,1.141957078
37.12306748,-82.85346474,136,1.412546739
38.53184419,-83.37735618,92,1.651112706
37.45475628,-84.6565327,146,1.702425373
37.21137452,-88.34797529,65,2.131147541
36.85949479,-86.877635,137,1.362641735
37.02080035,-88.07886257,40,1.11919418
37.71659336,-84.27220275,,0.8905778603
37.70820545,-83.0657714,61,1.212000795
37.55218078,-85.26898542,91,1.156142803
36.8800707,-88.32803576,125,1.245516142
37.79990579,-82.51247478,51,1.234567901
38.59471935,-83.82151043,115,1.864461738
37.05350953,-88.70445755,,1.304440195
36.73874143,-84.48102924,90,1.190948789
37.5301951,-87.26803443,61,1.874039939
37.96163597,-86.21028219,69,0.9491059147
37.94090733,-83.59985712,35,1.528384279
37.81474237,-84.87488475,116,1.263754222
36.99459295,-85.63123699,76,2.122312203
36.71225341,-85.71596443,89,2.028721222
38.03253032,-83.9145241,125,1.12958612
37.92465657,-83.25558245,36,0.5521472393
37.21425819,-87.14632053,134,1.032914515
37.80335779,-85.4657193,166,0.8869416542
38.33342292,-84.01889177,35,1.314800902
37.47751843,-86.85368087,120,1.358080579
38.39791089,-85.448222,160,0.7052807899
38.51679143,-84.82404619,40,1.315789474
37.42823949,-83.68811419,32,1.5625
38.69607718,-84.35599463,43,1.010575793
37.25023553,-83.22922731,,1.325145443
37.47088263,-82.39487445,,1.469745353
37.83218794,-83.82553961,50,0.7997440819
37.10466131,-84.57629079,,1.499976923
38.51923469,-84.05055616,22,2.558139535
37.36642393,-84.31176452,67,1.041990669
38.19484205,-83.42088935,79,0.835978836
36.99308373,-85.06070117,98,1.207342614
38.29622293,-84.5816631,122,0.5464480874
38.21476019,-85.194223,179,1.082552162
36.74058474,-86.58047435,103,1.432943795
38.03223971,-85.32749335,67,0.9785307434
37.3677562,-85.3329931,140,1.219405975
36.8381152,-87.17878374,47,1.353296862
36.80767017,-87.87333656,49,0.9743487771
38.61056487,-85.33775972,47,1.742677049
,,0,0
37.66166713,-87.94300009,62,1.158878505
36.99903045,-86.42672751,,0.7751937984
37.75599461,-85.17407732,69,1.392532795
36.80310688,-84.8251971,106,1.314647154
37.52168356,-87.67989953,52,1.082882132
36.75700531,-84.14541217,,1.377706209
37.73941626,-83.49303612,30,0.8733624454
38.04178222,-84.7417556,59,0.6436129595
30.2950649,-92.41419698,,1.654986523
30.65385745,-92.82442028,143,1.597943904
30.20406249,-90.9132841,,0.7052838478
29.89946234,-91.06461642,72,1.099236641
31.07796211,-92.00079449,,1.557453528
30.64836518,-93.34173616,145,1.326259947
32.34569994,-93.05398492,116,2.397684994
32.67932307,-93.60460152,,1.086823788
32.57991587,-93.88375652,,1.464513706
30.22931235,-93.35400434,,1.110625537
32.0902519,-92.11752148,55,1.26233647
29.87592238,-93.19310676,10,0.7288629738
31.66778967,-91.84526385,60,1.943005181
32.82308512,-92.99526883,82,2.06497104
31.44817835,-91.63814433,91,1.450199203
32.05457447,-93.74130302,141,1.496338746
30.53842039,-91.09777565,,1.028251315
32.73926954,-91.23425694,38,1.189730745
30.84425359,-91.04976723,179,2.196588538
30.72985248,-92.39915924,163,1.623505976
32.13675181,-91.67589857,191,2.205542725
31.59882456,-92.56124347,99,1.359516616
29.86803617,-91.75871777,,1.155381871
30.25734305,-91.3499598,156,1.377726751
32.30251776,-92.55692092,82,1.518799778
29.74075478,-90.11115756,,1.032533456
30.26896765,-92.81210004,174,2.163371876
31.67884782,-92.15907765,68,1.364913689
30.2049055,-92.06959876,,0.6849226387
29.52470226,-90.40976986,,1.183449503
32.6003154,-92.6659741,157,1.041045024
30.44143993,-90.73061664,,1.065664382
32.36918118,-91.23973355,64,1.68376743
32.81686191,-91.80421614,144,1.7208413
31.72321584,-93.09816516,184,1.452364038
30.06971951,-89.92660315,,1.071415644
32.47645559,-92.15704172,,1.333928315
,,0,
29.42245447,-89.60322085,48,0.6228104321
30.71409502,-91.60209535,97,1.266483875
31.19778499,-92.52997303,,1.482042142
32.09530039,-93.34213308,59,2.359056377
32.41391005,-91.76634876,107,1.241011366
31.56388699,-93.55433981,125,1.589724024
29.87761636,-89.51887093,117,0.8385293485
29.90709658,-90.35555967,154,0.9227634969
30.82210324,-90.71013176,25,1.141031492
30.02531716,-90.80212061,79,1.099512874
30.12597499,-90.4753503,189,1.473109899
30.59724262,-92.00135806,,1.595014652
30.13112107,-91.61403569,199,1.288609726
29.69262097,-91.44702164,,1.90437873
30.40942847,-89.95642711,,1.036414566
30.62888673,-90.40664996,,1.516611601
32.00760749,-91.32915234,13,1.004636785
29.37343766,-90.82626855,,1.165741475
,,0,0
32.83121059,-92.3749373,142,1.638398523
29.83517605,-92.30292538,,1.298074344
31.10884837,-93.18153838,200,1.746572352
30.85288548,-90.03866652,,1.686501623
32.70847669,-93.33121835,199,1.403979117
30.46058217,-91.30989571,93,1.016726796
32.78550125,-91.461201,71,1.53912855
30.87882871,-91.4148538,48,1.49207336
31.94449367,-92.63789413,71,1.322899199
44.1664747,-70.20380627,,1.163086541
46.65926321,-68.59841248,192,1.0823609
43.8370751,-70.37226999,,0.7284809534
44.97330019,-70.44381045,71,0.9981723605
44.59816444,-68.38401854,112,1.139949109
44.40759555,-69.76738544,,0.9953482008
44.11486325,-69.10529169,49,0.6242038217
44.05996956,-69.54227124,42,0.6225911651
,,0,
44.49952995,-70.75682123,173,1.219770147
45.40194593,-68.65020455,,1.055298769
45.83839062,-69.2860223,44,1.160949868
43.95415864,-69.85074999,42,0.6175562417
45.51229767,-69.95995554,121,0.9743920116
,,0,0
44.4858305,-69.12061935,77,0.9845288326
45.01607142,-67.62813524,67,1.197283774
43.47808377,-70.71052375,,0.6822960054
39.62357628,-78.69280486,,1.802441101
39.00670238,-76.60329337,,1.065019528
39.45784712,-76.62911955,,1.640641391
39.30211911,-76.61151012,,1.325454244
38.53961642,-76.56820632,162,1.124765674
38.87172293,-75.82904158,90,1.256807708
39.56453592,-77.02373735,,1.674254663
39.56647682,-75.94627411,,1.429947771
38.51092331,-76.98580666,,1.052603528
38.45413522,-76.02752426,114,1.223307222
39.47296601,-77.39999394,,1.030637233
39.52786077,-79.27355126,124,1.783659379
39.55010644,-76.3077594,,1.353442406
39.25305293,-76.93126208,,0.7044415362
39.24976208,-76.04741541,74,1.919584955
39.13676329,-77.20358245,,0.9598325023
38.83070039,-76.8496441,,1.046511628
39.06198912,-76.03530977,130,1.500634884
38.1163542,-75.75118623,78,1.28691635
38.30058422,-76.6062928,,0.999292168
38.76618159,-76.10882561,107,1.518592109
,,44,
39.60835778,-77.82002295,,1.536285119
38.37301947,-75.62705831,,1.455267075
38.21274277,-75.33200012,181,1.709966934
41.72980578,-70.28854339,,1.521665824
42.37428441,-73.20524838,,1.301524811
41.79228404,-71.10872211,,1.359413644
41.40674725,-70.68763497,24,0.2938655565
42.6687626,-70.94687179,,1.226479166
42.58119713,-72.58602547,177,1.233277592
42.13440424,-72.63235561,,1.218686121
42.33997957,-72.65898478,,1.09608209
42.48607732,-71.39049229,,1.064297589
42.16073095,-71.20530408,,1.286737481
41.94070556,-70.80802823,,1.333677879
42.3279514,-71.07850442,,0.8206518626
,,5,0.002655943736
42.35026951,-71.90493363,,1.249113876
44.6846864,-83.59507875,77,4.048370137
46.41292944,-86.60260122,18,0.8633093525
42.59147037,-85.89102866,,1.239005013
45.03477666,-83.62212411,154,2.407378459
44.99690221,-85.15503082,76,1.46125745
44.0636262,-83.89277559,82,2.133749675
46.6720582,-88.36363591,58,2.27718885
42.59513984,-85.30834519,188,1.128180509
43.70639106,-83.98731479,,2.117061021
44.63899297,-86.01608482,77,1.889106968
41.95447397,-86.4131308,,1.62038155
41.91600556,-85.05929476,,1.547095404
42.24633834,-85.00493569,,1.576081765
41.91522292,-85.99405727,166,1.284133983
45.37790017,-85.19614053,68,1.173020528
45.44787015,-84.50122149,128,2.253917943
46.29552653,-84.54353449,117,1.162213172
43.98794227,-84.8481986,178,2.221390241
42.94400871,-84.60145248,,0.8404584319
44.68255561,-84.61006219,37,1.172370089
45.9048491,-86.9080745,181,1.478637366
46.00999672,-87.86961634,127,1.373864128
42.59599185,-84.83740035,,1.325315273
45.52625509,-84.89083249,107,1.425716189
,,5,1.519756839
43.02244215,-83.70589709,,1.589943889
43.98901072,-84.38774817,133,1.992210905
46.40862701,-89.69377193,77,1.8216229
44.69565625,-85.55585247,,1.272744414
43.29265605,-84.60505416,,1.627815093
41.88753639,-84.59312019,,1.760986152
46.89988536,-88.68495385,106,1.129461907
43.83353985,-83.04078453,161,1.671164625
42.59716886,-84.37472069,,1.059912841
42.94502238,-85.07413319,,1.030244301
44.35486835,-83.63484895,169,3.021094029
46.20974132,-88.53136251,99,2.835863649
43.64060976,-84.84664923,,1.303611738
42.24807035,-84.42258681,,1.272995892
42.24542231,-85.53038622,,1.03700117
44.68512729,-85.09085699,69,1.554054054
43.03197711,-85.54934642,,0.890128535
47.63197653,-88.41434263,15,2.33281493
43.99050893,-85.802173,42,1.771404471
43.09052506,-83.22153148,,1.94669563
44.94430054,-85.80150326,67,1.534234028
41.89475156,-84.06603727,,1.176626124
42.60302282,-83.91297209,,0.9131937099
46.47227431,-85.54471223,20,1.212856277
46.07028979,-85.04980537,38,1.291199456
42.69158356,-82.92752801,,1.515924
44.33352407,-86.05626916,106,2.216645755
46.4338914,-87.64043701,161,0.8602265441
43.99509218,-86.24988902,111,1.352668779
43.64064262,-85.32463223,124,1.229548835
45.58038692,-87.55370409,77,1.106958022
,,181,0.4336887504
43.64330771,-84.38804374,,1.08972973
44.33772443,-85.09256478,69,1.950805768
41.92734151,-83.53749864,,1.099550472
43.31082541,-85.15252824,,1.351657052
45.0275929,-84.12696227,52,2.639593909
43.29123859,-86.15176712,,1.477379584
43.554374,-85.80070107,180,1.335014463
42.66090111,-83.38595416,,1.165766278
43.64124435,-86.26726673,103,1.358659807
44.33481032,-84.12725175,117,2.337195366
46.6652262,-89.31390481,44,3.361344538
43.98992088,-85.32566756,97,1.644904189
44.68192279,-84.12939244,61,3.628792385
45.02085831,-84.59898295,115,1.717699776
42.95996803,-85.9969107,,1.034116615
,,52,0.5638078716
45.34018577,-83.91498656,66,2.785985648
44.33473082,-84.61067651,128,2.307969708
43.33433923,-84.0513121,,1.758121122
43.42406072,-82.82055898,,2.103746398
46.19235734,-86.19972234,18,0.8260670032
42.953928,-84.14585902,,1.178528681
42.92655373,-82.67937954,,1.849615586
41.91441767,-85.52797979,,1.47764587
43.46606813,-83.41897025,,1.979240539
,,0,0
42.25190229,-86.01939087,,1.571805135
42.253105,-83.83853204,,0.5834513681
42.28098405,-83.281255,,1.698006571
44.33853602,-85.57712739,124,1.447921532
46.60962049,-93.4116826,65,1.794093293
45.27476015,-93.24604565,,0.7376059077
46.93479392,-95.67158144,99,0.9619121648
47.97373527,-94.93732139,136,0.9726095974
45.69804958,-93.99514135,196,1.176823777
45.42712824,-96.41403739,11,0.6395348837
44.03554215,-94.06699781,118,0.5653777969
44.24205652,-94.72562874,89,1.137525562
46.59180601,-92.67601019,117,1.045202787
44.82017001,-93.8009918,134,0.4251538803
46.95043611,-94.32603968,92,1.094065882
45.02343421,-95.56403693,53,1.427032849
45.5021011,-92.90861945,131,0.7714050171
46.89289518,-96.48761922,135,0.5832289282
47.57992111,-95.37790562,32,1.30986492
47.90504893,-90.52629546,5,0.6195786865
44.00715262,-95.18138802,42,1.133603239
46.48096553,-94.06755609,185,0.9775429326
44.67172617,-93.06299363,,0.6535117856
44.02238415,-92.86244324,24,0.3632510973
45.93348491,-95.45335469,132,1.016714165
43.67381499,-93.94787458,59,1.341518872
43.67394126,-92.08980382,31,0.5390366893
43.67385583,-93.34884422,89,0.8568402811
44.40849741,-92.7234195,153,0.9949925213
45.93424769,-96.01139609,15,0.8436445444
45.00761521,-93.47694895,,0.7566800662
43.67129565,-91.49143057,25,0.4680771391
47.10778564,-94.91693868,68,1.142281203
45.56181234,-93.29487636,127,1.102813477
47.51009045,-93.63092229,169,1.27499057
43.67423373,-95.15398258,20,0.7692307692
45.9459309,-93.29275192,60,1.422475107
45.1526059,-95.00586446,147,0.9541736986
48.77754106,-96.78317184,30,2.473206925
48.24539665,-93.78352843,42,1.170894898
44.9973857,-96.17488219,30,1.407129456
47.64270764,-91.44557998,33,1.271186441
48.77217001,-94.90274472,6,0.6622516556
44.37136597,-93.72844721,54,0.7311129163
44.41311883,-96.26688165,7,0.4742547425
44.41327865,-95.83806103,80,0.9928021842
47.32557075,-95.80921485,18,0.853485064
48.35825983,-96.37017407,24,0.974025974
43.67429718,-94.55099908,73,1.116207951
44.82367677,-94.27287017,120,0.9418412997
45.12328869,-94.52839455,82,1.169924383
45.93705297,-93.63236823,126,1.529497451
46.01265363,-94.27341528,118,1.082072444
43.67142874,-92.75234549,81,0.5947136564
44.02216709,-95.76328482,22,0.9495036685
44.35291112,-94.24710352,73,0.7553026384
43.67434621,-95.75329576,65,0.8323729031
47.32628443,-96.45620947,16,0.9085746735
44.00374114,-92.40209944,,0.4158404405
46.40846929,-95.70835255,182,1.145807101
48.06642577,-96.0370814,43,1.015588096
46.12105238,-92.74070188,75,0.8962715105
44.02301619,-96.25841142,34,1.468682505
47.77372465,-96.40134647,127,1.218576089
45.58606667,-95.44451209,22,0.5777310924
45.01625271,-93.09872295,,0.954792323
47.87197525,-96.09561104,14,1.334604385
44.40555844,-95.25207021,55,1.191507799
44.72836381,-94.94553734,59,1.339083069
44.3543376,-93.29658715,,0.9942207856
43.67482683,-96.25296832,35,1.280643981
48.77501878,-95.81079919,47,0.9451035592
44.6490231,-93.53340251,,0.6095359456
45.44447208,-93.77617511,193,0.614551823
44.5796592,-94.23164924,29,0.6932823333
47.6048407,-92.46879855,,1.014301653
45.55192576,-94.61078221,,0.6816179282
44.02240351,-93.22627088,74,0.6251584016
45.58613007,-96.00163705,16,0.4944375773
45.2829032,-95.68264092,34,1.279157261
46.06996226,-94.89785296,72,0.8707219736
45.77298854,-96.47062949,11,1.10775428
,,,19.6347032
44.28424356,-92.23121312,19,0.2900763359
46.58589171,-94.96968506,65,1.277264689
44.02211116,-93.58720034,43,0.6892130149
45.03864533,-92.88429635,,0.6811130203
43.97823903,-94.61413846,26,0.7726597325
46.35721532,-96.4684375,24,1.264488936
43.98772283,-91.78081305,80,0.5147011516
45.17297924,-93.96234781,,0.7875327147
44.71710183,-95.86842453,31,1.020408163
31.47669768,-91.35326037,152,1.799242424
34.88084463,-88.57996173,166,1.327469012
31.17467303,-90.80501621,70,1.837752691
33.08658803,-89.57838564,123,1.866181156
34.81681228,-89.18945516,51,1.861313869
33.79696941,-90.87372121,189,1.692789969
33.93683395,-89.33686647,79,1.43688614
33.44834567,-89.91994479,58,1.933333333
33.91983202,-88.9481545,101,1.484857395
33.34598242,-89.24809382,36,1.288014311
31.97061673,-90.90702196,49,1.960784314
32.04158545,-88.6889622,112,2.341137124
33.65358105,-88.77784255,102,1.689860835
34.22772299,-90.60415045,135,1.695340952
31.86977774,-90.44565118,126,1.411922905
